election_number,date,candidates,perks,mayor,minister,Perks.ATimeForGiving,Perks.ArcaneCatalyst,Perks.AstralNegotiator,Perks.Benediction,Perks.BloomingBusiness,Perks.Bribe,Perks.ChivalrousCarnival,Perks.DarkerAuctions,Perks.DoubleMobsHP,Perks.DoubleTrouble,Perks.EZPZ,Perks.ExtraEvent,Perks.ExtraEventFishing_Festival,Perks.ExtraEventMining_Fiesta,Perks.ExtraEventSpooky_Festival,Perks.ExtraEventSweet_Tooth,Perks.FishingFestival,Perks.FishingXPBuff,Perks.GOATed,Perks.Jerrypocalypse,Perks.LongTermInvestment,Perks.LuckOfTheSea,Perks.Lucky,Perks.MagicXPBoost,Perks.Marauder,Perks.MiningFiesta,Perks.MiningXPBuff,Perks.MoarSkillz,Perks.MoltenForge,Perks.MythologicalRitual,Perks.Pathfinder,Perks.PeltPocalypse,Perks.Perkpocalypse,Perks.PestEradicator,Perks.PetXPBuff,Perks.Prospection,Perks.QuadTaxes,Perks.SharingIsCaring,Perks.ShoppingSpree,Perks.SlashedPricing,Perks.SlayerXPBuff,Perks.Statspocalypse,Perks.StockExchange,Perks.SweetBenevolence,Perks.TurboMinions,Perks.VolumeTrading
189,"February 13, 2022","Aatrox,Cole,Foxy,Marina,Paul","Perks.SlayerXPBuff,Perks.SlashedPricing,Perks.MiningXPBuff,Perks.Prospection,Perks.ATimeForGiving,Perks.FishingFestival,Perks.Marauder",Aatrox,Marina,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0
190,"February 18, 2022","Barry,Diaz,Foxy,Marina,Paul","Perks.MagicXPBoost,Perks.LongTermInvestment,Perks.VolumeTrading,Perks.ATimeForGiving,Perks.SweetBenevolence,Perks.FishingFestival,Perks.Marauder",Barry,Marina,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5
191,"February 23, 2022","Aatrox,Cole,Diaz,Foxy,Marina","Perks.SlashedPricing,Perks.MiningXPBuff,Perks.Prospection,Perks.LongTermInvestment,Perks.VolumeTrading,Perks.ATimeForGiving,Perks.SweetBenevolence,Perks.FishingFestival",Marina,Cole,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5,0.0,0.5
192,"February 28, 2022","Aatrox,Barry,Foxy,Paul,Scorpius","Perks.SlashedPricing,Perks.SlayerXPBuff,Perks.AstralNegotiator,Perks.ATimeForGiving,Perks.SweetBenevolence,Perks.Marauder,Perks.Bribe,Perks.DarkerAuctions",Scorpius,Aatrox,0.5,0.0,1.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5,0.0,0.0
193,"March 5, 2022","Aatrox,Barry,Diana,Foxy,Paul","Perks.SlashedPricing,Perks.SlayerXPBuff,Perks.AstralNegotiator,Perks.PetXPBuff,Perks.Lucky,Perks.ATimeForGiving,Perks.SweetBenevolence,Perks.ExtraEventFishing_Festival,Perks.Marauder",Aatrox,Diana,0.3333333333333333,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.3333333333333333,0.0,0.0
194,"March 11, 2022","Barry,Cole,Diaz,Foxy,Marina","Perks.AstralNegotiator,Perks.MiningXPBuff,Perks.Prospection,Perks.LongTermInvestment,Perks.VolumeTrading,Perks.ATimeForGiving,Perks.SweetBenevolence,Perks.ExtraEventFishing_Festival,Perks.FishingXPBuff",Foxy,Barry,0.3333333333333333,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.3333333333333333,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.5
195,"March 16, 2022","Barry,Diana,Diaz,Marina,Paul","Perks.AstralNegotiator,Perks.PetXPBuff,Perks.Lucky,Perks.LongTermInvestment,Perks.VolumeTrading,Perks.FishingXPBuff,Perks.Marauder,Perks.Benediction",Paul,Diana,0.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
196,"March 21, 2022","Aatrox,Cole,Diana,Diaz,Foxy","Perks.Pathfinder,Perks.MiningXPBuff,Perks.Prospection,Perks.MiningFiesta,Perks.PetXPBuff,Perks.Lucky,Perks.LongTermInvestment,Perks.VolumeTrading,Perks.ATimeForGiving",Cole,Diana,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
197,"March 26, 2022","Aatrox,Diana,Diaz,Marina,Paul","Perks.Pathfinder,Perks.PetXPBuff,Perks.Lucky,Perks.MythologicalRitual,Perks.LongTermInvestment,Perks.VolumeTrading,Perks.FishingXPBuff,Perks.Benediction",Diana,Diaz,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,1.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
198,"March 31, 2022","Aatrox,Barry,Foxy,Marina,Paul","Perks.Pathfinder,Perks.AstralNegotiator,Perks.ATimeForGiving,Perks.SweetBenevolence,Perks.FishingXPBuff,Perks.FishingFestival,Perks.Benediction",Marina,Aatrox,0.5,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0
199,"April 5, 2022","Aatrox,Barry,Cole,Diana,Paul","Perks.Pathfinder,Perks.AstralNegotiator,Perks.Prospection,Perks.Lucky,Perks.Benediction",Aatrox,Barry,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
200,"April 11, 2022","Barry,Cole,Derpy,Diaz,Paul","Perks.AstralNegotiator,Perks.Prospection,Perks.QuadTaxes,Perks.TurboMinions,Perks.DoubleMobsHP,Perks.MoarSkillz,Perks.LongTermInvestment,Perks.VolumeTrading,Perks.Benediction",Derpy,Barry,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.5
201,"April 16, 2022","Aatrox,Barry,Cole,Diana,Diaz","Perks.SlashedPricing,Perks.AstralNegotiator,Perks.Prospection,Perks.Lucky,Perks.LongTermInvestment,Perks.VolumeTrading",Aatrox,Diaz,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
202,"April 21, 2022","Cole,Diana,Diaz,Marina,Paul","Perks.Prospection,Perks.MiningFiesta,Perks.Lucky,Perks.MythologicalRitual,Perks.LongTermInvestment,Perks.VolumeTrading,Perks.FishingXPBuff,Perks.Benediction,Perks.EZPZ",Diana,Paul,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
203,"April 26, 2022","Barry,Cole,Diaz,Foxy,Marina","Perks.AstralNegotiator,Perks.Prospection,Perks.MiningFiesta,Perks.LongTermInvestment,Perks.VolumeTrading,Perks.ATimeForGiving,Perks.SweetBenevolence,Perks.FishingXPBuff",Cole,Foxy,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
204,"May 1, 2022","Aatrox,Diana,Diaz,Foxy,Marina","Perks.SlashedPricing,Perks.PetXPBuff,Perks.LongTermInvestment,Perks.VolumeTrading,Perks.ATimeForGiving,Perks.SweetBenevolence,Perks.FishingXPBuff",Aatrox,Diaz,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5,0.0,0.0
205,"May 6, 2022","Barry,Cole,Diana,Diaz,Marina","Perks.AstralNegotiator,Perks.MiningFiesta,Perks.PetXPBuff,Perks.MythologicalRitual,Perks.LongTermInvestment,Perks.VolumeTrading,Perks.FishingXPBuff",Diana,Cole,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
206,"May 12, 2022","Barry,Cole,Diaz,Marina,Paul","Perks.AstralNegotiator,Perks.MiningFiesta,Perks.MiningXPBuff,Perks.LongTermInvestment,Perks.VolumeTrading,Perks.FishingXPBuff,Perks.FishingFestival,Perks.Benediction,Perks.EZPZ",Paul,Marina,0.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
207,"May 17, 2022","Aatrox,Cole,Diana,Foxy,Marina","Perks.SlayerXPBuff,Perks.MiningXPBuff,Perks.MiningFiesta,Perks.Prospection,Perks.MythologicalRitual,Perks.ATimeForGiving,Perks.SweetBenevolence,Perks.FishingFestival,Perks.FishingXPBuff,Perks.LuckOfTheSea",Marina,Cole,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5,0.0,0.0
208,"May 22, 2022","Aatrox,Diaz,Foxy,Jerry,Paul","Perks.SlayerXPBuff,Perks.LongTermInvestment,Perks.VolumeTrading,Perks.ATimeForGiving,Perks.SweetBenevolence,Perks.ExtraEventFishing_Festival,Perks.Perkpocalypse,Perks.Statspocalypse,Perks.Jerrypocalypse,Perks.Marauder",Jerry,Aatrox,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.5
209,"May 27, 2022","Aatrox,Barry,Cole,Diaz,Foxy","Perks.SlayerXPBuff,Perks.AstralNegotiator,Perks.MiningXPBuff,Perks.MiningFiesta,Perks.Prospection,Perks.LongTermInvestment,Perks.VolumeTrading,Perks.SweetBenevolence,Perks.ATimeForGiving,Perks.ExtraEventFishing_Festival",Cole,Aatrox,0.3333333333333333,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.3333333333333333,0.0,0.5
210,"June 1, 2022","Aatrox,Barry,Foxy,Marina,Paul","Perks.SlayerXPBuff,Perks.AstralNegotiator,Perks.SweetBenevolence,Perks.ATimeForGiving,Perks.ExtraEventMining_Fiesta,Perks.FishingFestival,Perks.Marauder",Foxy,Aatrox,0.3333333333333333,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.3333333333333333,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.3333333333333333,0.0,0.0
211,"June 6, 2022","Aatrox,Barry,Cole,Marina,Paul","Perks.SlayerXPBuff,Perks.SlashedPricing,Perks.AstralNegotiator,Perks.MiningFiesta,Perks.FishingFestival,Perks.Marauder",Aatrox,Cole,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0
212,"June 12, 2022","Cole,Diana,Foxy,Marina,Paul","Perks.MiningFiesta,Perks.Prospection,Perks.MythologicalRitual,Perks.SweetBenevolence,Perks.FishingFestival,Perks.LuckOfTheSea,Perks.Marauder,Perks.Benediction",Paul,Diana,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
213,"June 17, 2022","Aatrox,Barry,Diana,Diaz,Marina","Perks.SlashedPricing,Perks.AstralNegotiator,Perks.MythologicalRitual,Perks.LongTermInvestment,Perks.VolumeTrading,Perks.FishingFestival,Perks.LuckOfTheSea",Diana,Marina,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5
214,"June 22, 2022","Barry,Cole,Diaz,Marina,Paul","Perks.AstralNegotiator,Perks.MiningFiesta,Perks.Prospection,Perks.LongTermInvestment,Perks.VolumeTrading,Perks.FishingFestival,Perks.LuckOfTheSea,Perks.Benediction",Cole,Marina,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
215,"June 27, 2022","Aatrox,Diana,Diaz,Marina,Paul","Perks.SlashedPricing,Perks.SlayerXPBuff,Perks.Lucky,Perks.LongTermInvestment,Perks.VolumeTrading,Perks.LuckOfTheSea,Perks.FishingFestival,Perks.FishingXPBuff,Perks.Benediction",Aatrox,Marina,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.5
216,"July 2, 2022","Cole,Diana,Foxy,Paul,Scorpius","Perks.Prospection,Perks.Lucky,Perks.SweetBenevolence,Perks.Benediction,Perks.Bribe,Perks.DarkerAuctions",Scorpius,Cole,0.0,0.0,0.0,1.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
217,"July 7, 2022","Aatrox,Cole,Diaz,Foxy,Paul","Perks.Pathfinder,Perks.Prospection,Perks.LongTermInvestment,Perks.VolumeTrading,Perks.SweetBenevolence,Perks.Benediction,Perks.Marauder",Paul,Diaz,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
