election_number,date,candidates,perks,mayor,minister
370,"September 5, 2024","Aatrox,Cole,Diana,Diaz,Paul","Perks.Pathfinder,Perks.MiningXPBuff,Perks.MiningFiesta,Perks.Lucky,Perks.MythologicalRitual,Perks.SharingIsCaring,Perks.StockExchange,Perks.LongTermInvestment,Perks.Marauder,Perks.EZPZ",Diana,Cole
371,"September 10, 2024","Aatrox,Finnegan,Foxy,Marina,Paul","Perks.Pathfinder,Perks.PestEradicator,Perks.ChivalrousCarnival,Perks.ExtraEventFishing_Festival,Perks.FishingFestival,Perks.Marauder,Perks.EZPZ,Perks.Benediction",Paul,Foxy
372,"September 15, 2024","Aatrox,Cole,Diaz,Finnegan,Marina","Perks.SlayerXPBuff,Perks.Pathfinder,Perks.Prospection,Perks.MiningXPBuff,Perks.MiningFiesta,Perks.StockExchange,Perks.LongTermInvestment,Perks.PestEradicator,Perks.PeltPocalypse,Perks.FishingFestival",Cole,Diaz
373,"September 20, 2024","Aatrox,Diaz,Finnegan,Foxy,Paul","Perks.SlayerXPBuff,Perks.Pathfinder,Perks.ShoppingSpree,Perks.StockExchange,Perks.VolumeTrading,Perks.LongTermInvestment,Perks.PestEradicator,Perks.PeltPocalypse,Perks.ATimeForGiving,Perks.ChivalrousCarnival,Perks.ExtraEventSpooky_Festival,Perks.Benediction",Diaz,Aatrox
374,"September 26, 2024","Aatrox,Diana,Finnegan,Foxy,Marina","Perks.SlashedPricing,Perks.SlayerXPBuff,Perks.Pathfinder,Perks.PetXPBuff,Perks.PestEradicator,Perks.GOATed,Perks.PeltPocalypse,Perks.ATimeForGiving,Perks.ChivalrousCarnival,Perks.ExtraEventFishing_Festival,Perks.FishingFestival",Aatrox,Foxy
375,"October 1, 2024","Diana,Diaz,Finnegan,Marina,Paul","Perks.PetXPBuff,Perks.LongTermInvestment,Perks.PestEradicator,Perks.GOATed,Perks.PeltPocalypse,Perks.FishingFestival,Perks.Benediction",Finnegan,Marina
376,"October 6, 2024","Diana,Diaz,Foxy,Jerry,Paul","Perks.MythologicalRitual,Perks.PetXPBuff,Perks.LongTermInvestment,Perks.ATimeForGiving,Perks.ChivalrousCarnival,Perks.ExtraEventMining_Fiesta,Perks.Perkpocalypse,Perks.Statspocalypse,Perks.Jerrypocalypse,Perks.EZPZ,Perks.Benediction",Jerry,Diana
377,"October 11, 2024","Aatrox,Cole,Diana,Diaz,Foxy","Perks.SlayerXPBuff,Perks.Prospection,Perks.MythologicalRitual,Perks.PetXPBuff,Perks.SharingIsCaring,Perks.ShoppingSpree,Perks.LongTermInvestment,Perks.ATimeForGiving,Perks.ChivalrousCarnival,Perks.ExtraEventSpooky_Festival",Diana,Aatrox
378,"October 16, 2024","Diaz,Finnegan,Foxy,Marina,Paul","Perks.ShoppingSpree,Perks.LongTermInvestment,Perks.PestEradicator,Perks.ATimeForGiving,Perks.ChivalrousCarnival,Perks.ExtraEventFishing_Festival,Perks.FishingFestival,Perks.Marauder,Perks.EZPZ,Perks.Benediction",Paul,Foxy
379,"October 21, 2024","Aatrox,Cole,Diana,Diaz,Finnegan","Perks.SlashedPricing,Perks.SlayerXPBuff,Perks.Prospection,Perks.MoltenForge,Perks.MythologicalRitual,Perks.ShoppingSpree,Perks.StockExchange,Perks.LongTermInvestment,Perks.PestEradicator",Diaz,Aatrox
380,"October 27, 2024","Aatrox,Diana,Finnegan,Foxy,Paul","Perks.SlashedPricing,Perks.SlayerXPBuff,Perks.Pathfinder,Perks.MythologicalRitual,Perks.PestEradicator,Perks.PeltPocalypse,Perks.ATimeForGiving,Perks.ChivalrousCarnival,Perks.ExtraEventMining_Fiesta,Perks.Benediction",Aatrox,Foxy
381,"November 1, 2024","Cole,Diana,Finnegan,Marina,Paul","Perks.Prospection,Perks.MoltenForge,Perks.MythologicalRitual,Perks.PetXPBuff,Perks.PestEradicator,Perks.GOATed,Perks.PeltPocalypse,Perks.FishingFestival,Perks.Marauder,Perks.Benediction",Diana,Finnegan
382,"November 6, 2024","Aatrox,Diaz,Foxy,Marina,Paul","Perks.Pathfinder,Perks.StockExchange,Perks.SweetBenevolence,Perks.ATimeForGiving,Perks.ChivalrousCarnival,Perks.ExtraEventFishing_Festival,Perks.LuckOfTheSea,Perks.FishingFestival,Perks.Marauder,Perks.EZPZ,Perks.Benediction",Paul,Foxy
383,"November 11, 2024","Aatrox,Cole,Diana,Diaz,Marina","Perks.SlayerXPBuff,Perks.Pathfinder,Perks.Prospection,Perks.MoltenForge,Perks.MythologicalRitual,Perks.StockExchange,Perks.LuckOfTheSea,Perks.FishingFestival",Marina,Aatrox
384,"November 16, 2024","Cole,Diana,Foxy,Paul,Scorpius","Perks.Prospection,Perks.MoltenForge,Perks.MythologicalRitual,Perks.SweetBenevolence,Perks.ATimeForGiving,Perks.ChivalrousCarnival,Perks.ExtraEventSpooky_Festival,Perks.Benediction,Perks.Bribe,Perks.DarkerAuctions",Scorpius,Foxy
385,"November 21, 2024","Cole,Diana,Diaz,Finnegan,Paul","Perks.Prospection,Perks.MoltenForge,Perks.MythologicalRitual,Perks.ShoppingSpree,Perks.StockExchange,Perks.PestEradicator,Perks.GOATed,Perks.PeltPocalypse,Perks.Benediction",Finnegan,Diana
386,"November 27, 2024","Aatrox,Cole,Diaz,Foxy,Paul","Perks.SlashedPricing,Perks.SlayerXPBuff,Perks.Prospection,Perks.MiningXPBuff,Perks.MiningFiesta,Perks.MoltenForge,Perks.ShoppingSpree,Perks.StockExchange,Perks.LongTermInvestment,Perks.SweetBenevolence,Perks.ATimeForGiving,Perks.ChivalrousCarnival,Perks.ExtraEventFishing_Festival,Perks.Benediction",Aatrox,Foxy
387,"December 2, 2024","Cole,Diana,Diaz,Finnegan,Marina","Perks.Prospection,Perks.MoltenForge,Perks.MythologicalRitual,Perks.ShoppingSpree,Perks.StockExchange,Perks.LongTermInvestment,Perks.PestEradicator,Perks.FishingXPBuff,Perks.FishingFestival",Diaz,Cole
388,"December 7, 2024","Aatrox,Cole,Diana,Marina,Paul","Perks.SlashedPricing,Perks.Prospection,Perks.MiningXPBuff,Perks.MiningFiesta,Perks.MoltenForge,Perks.MythologicalRitual,Perks.FishingXPBuff,Perks.LuckOfTheSea,Perks.FishingFestival,Perks.Benediction",Cole,Marina
389,"December 12, 2024","Aatrox,Diana,Diaz,Finnegan,Paul","Perks.SlashedPricing,Perks.SlayerXPBuff,Perks.MythologicalRitual,Perks.VolumeTrading,Perks.PestEradicator,Perks.EZPZ,Perks.Benediction",Aatrox,Diana
390,"December 17, 2024","Diaz,Finnegan,Foxy,Marina,Paul","Perks.ShoppingSpree,Perks.VolumeTrading,Perks.PestEradicator,Perks.SweetBenevolence,Perks.ATimeForGiving,Perks.ChivalrousCarnival,Perks.ExtraEventMining_Fiesta,Perks.FishingXPBuff,Perks.LuckOfTheSea,Perks.FishingFestival,Perks.Marauder,Perks.EZPZ,Perks.Benediction",Paul,Foxy
391,"December 22, 2024","Aatrox,Diana,Diaz,Finnegan,Marina","Perks.SlayerXPBuff,Perks.MythologicalRitual,Perks.ShoppingSpree,Perks.VolumeTrading,Perks.PestEradicator,Perks.FishingXPBuff,Perks.LuckOfTheSea,Perks.FishingFestival",Marina,Diana
392,"December 28, 2024","Aatrox,Cole,Derpy,Diaz,Paul","Perks.SlashedPricing,Perks.SlayerXPBuff,Perks.MiningFiesta,Perks.QuadTaxes,Perks.TurboMinions,Perks.DoubleMobsHP,Perks.MoarSkillz,Perks.ShoppingSpree,Perks.VolumeTrading,Perks.LongTermInvestment,Perks.Benediction",Derpy,Cole
393,"January 2, 2025","Aatrox,Cole,Diana,Foxy,Paul","Perks.SlashedPricing,Perks.SlayerXPBuff,Perks.MiningFiesta,Perks.MythologicalRitual,Perks.SweetBenevolence,Perks.ATimeForGiving,Perks.ChivalrousCarnival,Perks.ExtraEventFishing_Festival,Perks.Benediction",Foxy,Cole
394,"January 7, 2025","Aatrox,Diana,Diaz,Finnegan,Marina","Perks.SlashedPricing,Perks.SlayerXPBuff,Perks.Pathfinder,Perks.MythologicalRitual,Perks.ShoppingSpree,Perks.VolumeTrading,Perks.LongTermInvestment,Perks.PestEradicator,Perks.BloomingBusiness,Perks.FishingXPBuff",Aatrox,Finnegan
395,"January 12, 2025","Cole,Diana,Diaz,Marina,Paul","Perks.MiningXPBuff,Perks.MiningFiesta,Perks.MythologicalRitual,Perks.ShoppingSpree,Perks.VolumeTrading,Perks.LongTermInvestment,Perks.FishingXPBuff,Perks.Benediction",Cole,Diana
396,"January 17, 2025","Diaz,Finnegan,Foxy,Marina,Paul","Perks.ShoppingSpree,Perks.VolumeTrading,Perks.LongTermInvestment,Perks.PestEradicator,Perks.PeltPocalypse,Perks.BloomingBusiness,Perks.SweetBenevolence,Perks.FishingXPBuff,Perks.FishingFestival,Perks.EZPZ,Perks.Benediction",Finnegan,Paul
397,"January 22, 2025","Aatrox,Cole,Diana,Diaz,Marina","Perks.SlashedPricing,Perks.MoltenForge,Perks.MythologicalRitual,Perks.SharingIsCaring,Perks.ShoppingSpree,Perks.VolumeTrading,Perks.LongTermInvestment,Perks.FishingXPBuff,Perks.FishingFestival,Perks.DoubleTrouble",Marina,Diana
398,"January 28, 2025","Aatrox,Cole,Diaz,Finnegan,Paul","Perks.SlashedPricing,Perks.MoltenForge,Perks.ShoppingSpree,Perks.VolumeTrading,Perks.LongTermInvestment,Perks.GOATed,Perks.EZPZ,Perks.Benediction",Diaz,Paul
399,"February 2, 2025","Aatrox,Cole,Foxy,Marina,Paul","Perks.SlashedPricing,Perks.MoltenForge,Perks.SweetBenevolence,Perks.LuckOfTheSea,Perks.Marauder,Perks.EZPZ,Perks.Benediction",Paul,Aatrox
400,"February 7, 2025","Cole,Diaz,Foxy,Jerry,Marina","Perks.MoltenForge,Perks.StockExchange,Perks.SweetBenevolence,Perks.ExtraEventFishing_Festival,Perks.Perkpocalypse,Perks.Statspocalypse,Perks.Jerrypocalypse,Perks.LuckOfTheSea",Jerry,Diaz
401,"February 12, 2025","Aatrox,Cole,Finnegan,Foxy,Paul","Perks.SlashedPricing,Perks.MoltenForge,Perks.GOATed,Perks.BloomingBusiness,Perks.SweetBenevolence,Perks.ExtraEventMining_Fiesta,Perks.Marauder",Finnegan,Aatrox
402,"February 17, 2025","Diana,Diaz,Foxy,Marina,Paul","Perks.MythologicalRitual,Perks.SharingIsCaring,Perks.StockExchange,Perks.SweetBenevolence,Perks.ATimeForGiving,Perks.ExtraEventMining_Fiesta,Perks.LuckOfTheSea,Perks.Marauder",Diana,Foxy
403,"February 22, 2025","Aatrox,Diaz,Finnegan,Marina,Paul","Perks.SlashedPricing,Perks.SlayerXPBuff,Perks.StockExchange,Perks.LongTermInvestment,Perks.GOATed,Perks.FishingXPBuff,Perks.LuckOfTheSea,Perks.Marauder,Perks.Benediction",Diaz,Aatrox
404,"February 28, 2025","Aatrox,Cole,Diana,Foxy,Paul","Perks.SlashedPricing,Perks.SlayerXPBuff,Perks.Pathfinder,Perks.MoltenForge,Perks.SharingIsCaring,Perks.SweetBenevolence,Perks.ATimeForGiving,Perks.ChivalrousCarnival,Perks.ExtraEventFishing_Festival,Perks.Marauder,Perks.Benediction",Aatrox,Foxy
405,"March 5, 2025","Cole,Diana,Diaz,Finnegan,Paul","Perks.Prospection,Perks.MoltenForge,Perks.Lucky,Perks.SharingIsCaring,Perks.VolumeTrading,Perks.GOATed,Perks.Marauder,Perks.EZPZ,Perks.Benediction",Paul,Diana
406,"March 10, 2025","Cole,Diaz,Finnegan,Foxy,Marina","Perks.Prospection,Perks.MoltenForge,Perks.ShoppingSpree,Perks.VolumeTrading,Perks.GOATed,Perks.PeltPocalypse,Perks.SweetBenevolence,Perks.ATimeForGiving,Perks.ChivalrousCarnival,Perks.ExtraEventSpooky_Festival,Perks.FishingXPBuff,Perks.LuckOfTheSea,Perks.DoubleTrouble",Marina,Foxy
407,"March 15, 2025","Aatrox,Diana,Diaz,Finnegan,Paul","Perks.Pathfinder,Perks.Lucky,Perks.PetXPBuff,Perks.SharingIsCaring,Perks.ShoppingSpree,Perks.VolumeTrading,Perks.GOATed,Perks.PeltPocalypse,Perks.EZPZ",Diana,Paul
408,"March 20, 2025","Aatrox,Cole,Finnegan,Marina,Scorpius","Perks.SlayerXPBuff,Perks.Pathfinder,Perks.Prospection,Perks.MiningXPBuff,Perks.MoltenForge,Perks.GOATed,Perks.PeltPocalypse,Perks.BloomingBusiness,Perks.LuckOfTheSea,Perks.Bribe,Perks.DarkerAuctions",Scorpius,Aatrox
409,"March 25, 2025","Cole,Diaz,Finnegan,Marina,Paul","Perks.Prospection,Perks.MiningXPBuff,Perks.MiningFiesta,Perks.MoltenForge,Perks.ShoppingSpree,Perks.VolumeTrading,Perks.LongTermInvestment,Perks.GOATed,Perks.PeltPocalypse,Perks.BloomingBusiness,Perks.FishingXPBuff,Perks.LuckOfTheSea,Perks.Marauder,Perks.EZPZ",Cole,Paul
410,"March 31, 2025","Aatrox,Diana,Diaz,Finnegan,Marina","Perks.SlashedPricing,Perks.SlayerXPBuff,Perks.Pathfinder,Perks.SharingIsCaring,Perks.ShoppingSpree,Perks.VolumeTrading,Perks.LongTermInvestment,Perks.GOATed,Perks.PeltPocalypse,Perks.BloomingBusiness,Perks.FishingXPBuff,Perks.LuckOfTheSea,Perks.DoubleTrouble",Aatrox,Marina
411,"April 5, 2025","Cole,Diana,Diaz,Finnegan,Foxy","Perks.MoltenForge,Perks.SharingIsCaring,Perks.ShoppingSpree,Perks.VolumeTrading,Perks.LongTermInvestment,Perks.GOATed,Perks.PeltPocalypse,Perks.BloomingBusiness,Perks.SweetBenevolence,Perks.ATimeForGiving,Perks.ChivalrousCarnival,Perks.ExtraEventFishing_Festival",Foxy,Diaz
412,"April 10, 2025","Diana,Diaz,Finnegan,Marina,Paul","Perks.SharingIsCaring,Perks.ShoppingSpree,Perks.StockExchange,Perks.VolumeTrading,Perks.LongTermInvestment,Perks.GOATed,Perks.PeltPocalypse,Perks.BloomingBusiness,Perks.FishingXPBuff,Perks.LuckOfTheSea,Perks.DoubleTrouble,Perks.Marauder,Perks.EZPZ,Perks.Benediction",Paul,Diaz
413,"April 15, 2025","Aatrox,Cole,Diaz,Foxy,Marina","Perks.SlayerXPBuff,Perks.MiningXPBuff,Perks.MoltenForge,Perks.ShoppingSpree,Perks.StockExchange,Perks.VolumeTrading,Perks.LongTermInvestment,Perks.ExtraEventMining_Fiesta,Perks.FishingXPBuff,Perks.LuckOfTheSea,Perks.DoubleTrouble",Diaz,Marina
414,"April 20, 2025","Aatrox,Cole,Finnegan,Foxy,Marina","Perks.SlayerXPBuff,Perks.Prospection,Perks.MiningXPBuff,Perks.MoltenForge,Perks.GOATed,Perks.PeltPocalypse,Perks.BloomingBusiness,Perks.ExtraEventFishing_Festival,Perks.FishingXPBuff,Perks.LuckOfTheSea,Perks.FishingFestival,Perks.DoubleTrouble",Marina,Finnegan
415,"April 25, 2025","Aatrox,Cole,Diana,Diaz,Foxy","Perks.SlayerXPBuff,Perks.Prospection,Perks.MiningXPBuff,Perks.MoltenForge,Perks.MythologicalRitual,Perks.SharingIsCaring,Perks.VolumeTrading,Perks.ExtraEventFishing_Festival",Diana,Aatrox
416,"May 1, 2025","Cole,Derpy,Foxy,Marina,Paul","Perks.Prospection,Perks.MiningXPBuff,Perks.MoltenForge,Perks.QuadTaxes,Perks.TurboMinions,Perks.DoubleMobsHP,Perks.MoarSkillz,Perks.ExtraEventMining_Fiesta,Perks.FishingFestival,Perks.Benediction",Derpy,Cole
417,"May 6, 2025","Cole,Diaz,Finnegan,Foxy,Paul","Perks.Prospection,Perks.MiningXPBuff,Perks.MoltenForge,Perks.VolumeTrading,Perks.GOATed,Perks.PeltPocalypse,Perks.BloomingBusiness,Perks.ExtraEventSpooky_Festival,Perks.Benediction",Finnegan,Cole
418,"May 11, 2025","Aatrox,Diana,Diaz,Marina,Paul","Perks.SlashedPricing,Perks.SlayerXPBuff,Perks.Lucky,Perks.VolumeTrading,Perks.LongTermInvestment,Perks.FishingFestival,Perks.Benediction",Aatrox,Diaz
419,"May 16, 2025","Cole,Diana,Diaz,Finnegan,Foxy","Perks.Prospection,Perks.MiningXPBuff,Perks.MoltenForge,Perks.Lucky,Perks.ShoppingSpree,Perks.StockExchange,Perks.VolumeTrading,Perks.LongTermInvestment,Perks.PeltPocalypse,Perks.ExtraEventFishing_Festival",Diaz,Cole
420,"May 21, 2025","Aatrox,Cole,Diana,Finnegan,Paul","Perks.SlashedPricing,Perks.Prospection,Perks.MiningXPBuff,Perks.MiningFiesta,Perks.MoltenForge,Perks.Lucky,Perks.PeltPocalypse,Perks.Benediction",Cole,Aatrox
421,"May 26, 2025","Diana,Diaz,Foxy,Marina,Paul","Perks.Lucky,Perks.StockExchange,Perks.ChivalrousCarnival,Perks.ExtraEventSpooky_Festival,Perks.LuckOfTheSea,Perks.FishingFestival,Perks.Marauder,Perks.Benediction",Marina,Foxy
422,"June 1, 2025","Aatrox,Diana,Diaz,Finnegan,Paul","Perks.SlashedPricing,Perks.SlayerXPBuff,Perks.Lucky,Perks.ShoppingSpree,Perks.StockExchange,Perks.PestEradicator,Perks.PeltPocalypse,Perks.Marauder,Perks.Benediction",Aatrox,Paul
423,"June 6, 2025","Cole,Diaz,Finnegan,Foxy,Marina","Perks.MiningFiesta,Perks.ShoppingSpree,Perks.StockExchange,Perks.LongTermInvestment,Perks.PestEradicator,Perks.PeltPocalypse,Perks.SweetBenevolence,Perks.ChivalrousCarnival,Perks.ExtraEventMining_Fiesta,Perks.FishingFestival",Diaz,Cole
424,"June 11, 2025","Aatrox,Cole,Diana,Jerry,Paul","Perks.SlayerXPBuff,Perks.Prospection,Perks.MiningXPBuff,Perks.MiningFiesta,Perks.MoltenForge,Perks.Lucky,Perks.Perkpocalypse,Perks.Statspocalypse,Perks.Jerrypocalypse,Perks.Marauder,Perks.Benediction",Jerry,Cole
425,"June 16, 2025","Cole,Diana,Finnegan,Foxy,Paul","Perks.Prospection,Perks.MiningXPBuff,Perks.MiningFiesta,Perks.Lucky,Perks.PetXPBuff,Perks.PestEradicator,Perks.PeltPocalypse,Perks.SweetBenevolence,Perks.ChivalrousCarnival,Perks.ExtraEventSpooky_Festival,Perks.Marauder,Perks.EZPZ,Perks.Benediction",Cole,Paul
426,"June 21, 2025","Diana,Diaz,Finnegan,Foxy,Marina","Perks.Lucky,Perks.PetXPBuff,Perks.LongTermInvestment,Perks.PestEradicator,Perks.PeltPocalypse,Perks.SweetBenevolence,Perks.ChivalrousCarnival,Perks.ExtraEventFishing_Festival,Perks.FishingFestival",Foxy,Diaz
427,"June 26, 2025","Diana,Diaz,Finnegan,Marina,Paul","Perks.Lucky,Perks.MythologicalRitual,Perks.PetXPBuff,Perks.ShoppingSpree,Perks.StockExchange,Perks.VolumeTrading,Perks.LongTermInvestment,Perks.PestEradicator,Perks.GOATed,Perks.PeltPocalypse,Perks.LuckOfTheSea,Perks.FishingFestival,Perks.Marauder,Perks.EZPZ,Perks.Benediction",Diana,Diaz
428,"July 2, 2025","Cole,Diaz,Finnegan,Foxy,Paul","Perks.Prospection,Perks.ShoppingSpree,Perks.StockExchange,Perks.VolumeTrading,Perks.LongTermInvestment,Perks.PestEradicator,Perks.GOATed,Perks.PeltPocalypse,Perks.ATimeForGiving,Perks.Marauder,Perks.EZPZ,Perks.Benediction",Paul,Diaz
429,"July 7, 2025","Aatrox,Cole,Diaz,Finnegan,Marina","Perks.SlayerXPBuff,Perks.Prospection,Perks.ShoppingSpree,Perks.StockExchange,Perks.VolumeTrading,Perks.LongTermInvestment,Perks.PestEradicator,Perks.GOATed,Perks.PeltPocalypse,Perks.LuckOfTheSea,Perks.FishingFestival,Perks.DoubleTrouble",Marina,Diaz
430,"July 12, 2025","Aatrox,Cole,Diana,Diaz,Foxy","Perks.SlayerXPBuff,Perks.Prospection,Perks.PetXPBuff,Perks.ShoppingSpree,Perks.StockExchange,Perks.VolumeTrading,Perks.LongTermInvestment,Perks.ATimeForGiving",Diaz,Aatrox
431,"July 17, 2025","Aatrox,Diana,Finnegan,Foxy,Marina","Perks.SlashedPricing,Perks.SlayerXPBuff,Perks.Pathfinder,Perks.PetXPBuff,Perks.PestEradicator,Perks.GOATed,Perks.PeltPocalypse,Perks.BloomingBusiness,Perks.SweetBenevolence,Perks.ATimeForGiving,Perks.FishingFestival",Aatrox,Finnegan
432,"July 22, 2025","Cole,Diana,Foxy,Paul,Scorpius","Perks.Prospection,Perks.Lucky,Perks.PetXPBuff,Perks.SweetBenevolence,Perks.ATimeForGiving,Perks.ExtraEventSpooky_Festival,Perks.Marauder,Perks.Bribe,Perks.DarkerAuctions",Scorpius,Nancy
433,"July 27, 2025","Aatrox,Cole,Diana,Marina,Paul","Perks.SlashedPricing,Perks.Prospection,Perks.Lucky,Perks.PetXPBuff,Perks.SharingIsCaring,Perks.FishingFestival,Perks.Marauder",Diana,
434,"August 2, 2025","Cole,Diaz,Finnegan,Foxy,Paul","Perks.Prospection,Perks.MiningXPBuff,Perks.VolumeTrading,Perks.PestEradicator,Perks.GOATed,Perks.PeltPocalypse,Perks.BloomingBusiness,Perks.SweetBenevolence,Perks.ATimeForGiving,Perks.ExtraEventFishing_Festival,Perks.Marauder",Finnegan,
435,"August 7, 2025","Aatrox,Cole,Diana,Marina,Paul","Perks.SlashedPricing,Perks.Prospection,Perks.MiningXPBuff,Perks.MoltenForge,Perks.PetXPBuff,Perks.LuckOfTheSea,Perks.FishingFestival,Perks.Marauder",Marina,
436,"August 12, 2025","Cole,Diana,Diaz,Finnegan,Paul","Perks.Prospection,Perks.MiningXPBuff,Perks.MoltenForge,Perks.PetXPBuff,Perks.VolumeTrading,Perks.BloomingBusiness,Perks.Marauder",Cole,
437,"August 17, 2025","Diana,Diaz,Finnegan,Foxy,Marina","Perks.PetXPBuff,Perks.VolumeTrading,Perks.LongTermInvestment,Perks.BloomingBusiness,Perks.SweetBenevolence,Perks.ATimeForGiving,Perks.ExtraEventSpooky_Festival,Perks.LuckOfTheSea",Diaz,
438,"August 22, 2025","Aatrox,Cole,Diana,Finnegan,Paul","Perks.SlashedPricing,Perks.Pathfinder,Perks.Prospection,Perks.Lucky,Perks.MythologicalRitual,Perks.PetXPBuff,Perks.SharingIsCaring,Perks.BloomingBusiness,Perks.Marauder,Perks.EZPZ",Diana,
439,"August 27, 2025","Cole,Diaz,Finnegan,Foxy,Marina","Perks.Prospection,Perks.LongTermInvestment,Perks.BloomingBusiness,Perks.SweetBenevolence,Perks.ATimeForGiving,Perks.ExtraEventMining_Fiesta,Perks.FishingXPBuff,Perks.LuckOfTheSea",Foxy,
440,"September 2, 2025","Cole,Derpy,Diaz,Finnegan,Marina","Perks.Prospection,Perks.QuadTaxes,Perks.TurboMinions,Perks.DoubleMobsHP,Perks.MoarSkillz,Perks.ShoppingSpree,Perks.StockExchange,Perks.VolumeTrading,Perks.LongTermInvestment,Perks.BloomingBusiness,Perks.FishingXPBuff,Perks.LuckOfTheSea",Derpy,Diaz
441,"September 7, 2025","Aatrox,Diana,Diaz,Finnegan,Foxy","Perks.SlashedPricing,Perks.SlayerXPBuff,Perks.Pathfinder,Perks.PetXPBuff,Perks.ShoppingSpree,Perks.StockExchange,Perks.LongTermInvestment,Perks.PestEradicator,Perks.BloomingBusiness,Perks.ChivalrousCarnival",Aatrox,
442,"September 12, 2025","Diana,Diaz,Foxy,Marina,Paul","Perks.PetXPBuff,Perks.ShoppingSpree,Perks.StockExchange,Perks.VolumeTrading,Perks.LongTermInvestment,Perks.ChivalrousCarnival,Perks.FishingXPBuff,Perks.LuckOfTheSea,Perks.Marauder,Perks.EZPZ",Diaz,
